KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ENSMUSG00000074476.6	1511	2426	2478	1516	1907	1308	1122	2544	1493	1942	2398	1533
ENSMUSG00000074479.3	2	7	3	0	2	3	11	8	2	3	4	6
ENSMUSG00000074480.4	2561	2521	2913	2465	3542	3398	1901	3863	2307	3274	3937	2989
ENSMUSG00000074482.5	1	0	0	3	1	1	0	0	3	0	1	0
ENSMUSG00000074483.2	0	0	2	0	2	1	0	0	0	1	0	0
ENSMUSG00000074485.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074486.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074489.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074491.9	0	1	5	0	0	0	0	0	1	0	0	0
ENSMUSG00000074497.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074500.11	40	36	8	54	23	55	39	32	16	45	36	41
ENSMUSG00000074501.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074502.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074505.5	84	83	33	43	82	92	62	82	65	64	63	46
ENSMUSG00000074506.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074507.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074508.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074513.9	186	86	95	86	133	147	155	190	92	114	108	73
ENSMUSG00000074516.6	0	1	0	1	0	2	0	0	0	0	1	0
ENSMUSG00000074517.2	2	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000074519.11	101	50	44	86	122	96	113	97	40	123	105	72
ENSMUSG00000074521.9	5	5	0	4	6	0	10	7	1	6	3	4
ENSMUSG00000074527.11	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000074529.10	0	0	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000074547.4	2	7	0	1	2	4	1	1	0	0	2	1
ENSMUSG00000074553.4	1	4	0	3	2	2	1	0	0	1	1	2
ENSMUSG00000074555.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074564.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074569.4	0	0	0	2	3	0	0	0	0	0	0	0
ENSMUSG00000074570.14	0	3	0	0	0	0	1	0	2	0	0	2
ENSMUSG00000074575.4	2	5	0	1	1	0	0	0	3	2	0	6
ENSMUSG00000074576.4	266	189	194	262	341	258	226	428	202	258	278	267
ENSMUSG00000074577.9	0	0	0	0	0	0	0	0	3	0	0	2
ENSMUSG00000074578.13	552	530	408	731	960	541	432	785	356	667	802	525
ENSMUSG00000074579.13	96	75	47	38	99	54	110	121	41	81	89	69
ENSMUSG00000074580.11	43	27	28	38	62	44	32	43	28	22	27	27
ENSMUSG00000074582.10	74	72	98	72	114	95	55	101	67	95	111	72
ENSMUSG00000074589.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074591.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074593.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074594.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074595.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074596.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074603.3	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000074604.9	2	0	0	3	0	0	0	1	0	0	4	0
ENSMUSG00000074607.11	0	1	0	0	0	0	0	5	0	0	0	0
ENSMUSG00000074619.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074620.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074622.4	49	46	21	34	49	31	29	67	30	57	47	64
ENSMUSG00000074623.4	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074625.10	2	0	0	4	2	0	3	6	0	0	0	0
ENSMUSG00000074627.11	0	1	4	2	0	0	1	1	0	0	4	0
ENSMUSG00000074628.9	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074629.2	3	3	6	1	7	2	1	4	1	3	5	4
ENSMUSG00000074634.12	585	840	825	613	416	670	384	370	350	373	846	666
ENSMUSG00000074635.2	29	16	24	34	9	30	8	28	17	14	8	20
ENSMUSG00000074637.7	62	55	69	33	58	98	53	68	30	64	67	56
ENSMUSG00000074639.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074643.12	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000074646.10	9	0	0	1	1	0	1	0	0	3	0	3
ENSMUSG00000074647.3	0	4	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000074649.6	95	98	78	118	139	84	92	136	93	90	165	83
ENSMUSG00000074650.2	0	0	0	2	0	0	0	3	3	0	6	0
ENSMUSG00000074651.3	11	18	10	13	10	10	7	41	11	9	14	10
ENSMUSG00000074652.3	29	77	71	54	64	33	25	94	52	68	66	89
ENSMUSG00000074653.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074655.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074656.12	2150	2466	2512	1468	2354	1920	1625	2621	1333	1896	2277	1580
ENSMUSG00000074657.5	346	385	497	454	683	434	248	620	328	520	697	478
ENSMUSG00000074664.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074665.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074671.6	71	43	22	51	56	61	87	75	37	63	77	59
ENSMUSG00000074673.15	22	10	20	12	17	10	4	45	3	17	30	16
ENSMUSG00000074676.2	12	21	6	30	13	17	3	35	24	28	22	29
ENSMUSG00000074677.11	0	3	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000074678.1	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000074679.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074680.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074681.2	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074682.4	79	131	119	124	104	70	44	225	72	109	136	100
ENSMUSG00000074695.3	24	27	19	17	39	30	33	13	9	10	30	25
ENSMUSG00000074698.10	2304	2259	2438	2100	3639	2595	1779	2962	1636	2350	2683	2463
ENSMUSG00000074704.9	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000074715.3	36	23	18	25	47	20	39	12	26	18	18	15
ENSMUSG00000074731.3	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000074733.14	210	142	161	187	280	184	179	238	133	173	229	159
ENSMUSG00000074734.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074735.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074736.10	46	62	61	53	80	73	47	58	64	63	81	58
ENSMUSG00000074737.1	0	0	4	0	0	1	0	1	0	2	0	3
ENSMUSG00000074738.2	256	279	167	230	276	188	168	432	256	299	304	281
ENSMUSG00000074739.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074743.4	76	118	25	65	24	36	68	37	13	38	71	91
ENSMUSG00000074746.2	1319	875	663	954	1557	1155	1266	1198	580	938	1078	1176
ENSMUSG00000074748.3	3606	4836	3956	4302	5975	3955	2973	6308	3894	5270	6670	4063
ENSMUSG00000074749.10	368	327	315	304	441	343	332	419	176	299	412	317
ENSMUSG00000074753.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074754.4	313	250	219	270	427	241	374	336	153	326	359	263
ENSMUSG00000074758.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074763.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074764.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074766.10	10	11	4	15	17	20	4	21	8	13	22	11
ENSMUSG00000074768.6	2	2	1	1	9	5	0	1	5	0	1	0
ENSMUSG00000074771.10	0	0	0	5	1	1	3	0	0	2	0	8
ENSMUSG00000074776.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074780.2	0	7	1	4	1	7	3	4	0	8	2	3
ENSMUSG00000074781.5	1228	1003	1105	1055	1803	1194	1047	1402	709	1165	1575	1125
ENSMUSG00000074782.3	3	2	9	5	10	5	3	13	12	22	19	12
ENSMUSG00000074783.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074785.5	1262	1292	1178	992	1666	1107	1060	1441	836	1139	1408	1097
ENSMUSG00000074793.10	48	60	25	42	19	36	33	71	45	55	51	36
ENSMUSG00000074794.10	2418	1346	1527	1320	2862	1805	2254	2683	1251	1505	1548	1434
ENSMUSG00000074796.10	0	4	0	0	0	1	0	0	2	1	0	0
ENSMUSG00000074797.11	3446	2095	1987	3114	4767	2801	2920	3782	1580	2455	2907	2564
ENSMUSG00000074800.4	1	0	1	1	4	1	0	1	1	0	1	1
ENSMUSG00000074802.11	593	453	372	508	955	690	474	573	282	533	635	551
ENSMUSG00000074804.3	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000074805.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074807.2	629	441	273	598	1070	507	570	888	347	581	559	549
ENSMUSG00000074811.2	31	24	49	16	29	18	15	40	19	28	31	23
ENSMUSG00000074812.11	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000074813.13	6	15	2	5	11	11	3	8	12	10	21	1
ENSMUSG00000074817.2	4	0	4	10	10	1	2	5	0	3	11	4
ENSMUSG00000074818.12	0	11	0	3	8	8	4	7	3	0	2	12
ENSMUSG00000074824.3	0	0	0	2	0	0	1	0	0	0	0	0
ENSMUSG00000074825.4	110	134	149	120	167	137	117	193	92	129	133	124
ENSMUSG00000074826.10	6	4	0	4	26	9	7	8	10	6	8	1
ENSMUSG00000074829.10	228	159	120	222	365	186	217	284	144	200	304	281
ENSMUSG00000074830.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074832.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074837.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074841.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074846.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074847.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074849.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074852.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074862.11	4	11	17	3	8	5	3	10	3	14	19	8
ENSMUSG00000074863.5	181	122	103	77	133	128	197	162	67	130	118	98
ENSMUSG00000074865.11	54	29	36	26	64	39	64	53	20	39	57	28
ENSMUSG00000074867.4	73	33	22	38	81	40	90	55	37	34	66	39
ENSMUSG00000074868.2	0	0	6	0	1	3	0	2	0	0	0	0
ENSMUSG00000074870.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074871.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074872.2	4	1	2	7	1	1	6	3	0	7	5	3
ENSMUSG00000074873.3	108	74	57	150	231	114	78	130	93	111	172	146
ENSMUSG00000074874.10	6	0	0	9	2	3	1	4	2	1	0	0
ENSMUSG00000074876.5	41	45	45	35	51	37	29	54	46	45	57	26
ENSMUSG00000074877.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074881.4	2	3	0	1	17	0	2	16	3	0	0	7
ENSMUSG00000074882.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074884.12	501	497	405	513	652	446	368	593	274	469	601	349
ENSMUSG00000074885.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074886.11	416	777	503	560	656	511	309	1085	517	806	944	617
ENSMUSG00000074887.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074890.4	268	407	393	240	349	256	166	447	246	393	413	316
ENSMUSG00000074892.9	19	20	0	12	6	13	9	24	13	17	7	20
ENSMUSG00000074895.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074896.3	3	8	8	2	10	6	9	2	2	6	2	0
ENSMUSG00000074899.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074903.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074909.4	727	440	451	496	1067	771	693	754	311	666	631	657
ENSMUSG00000074912.10	3	7	0	2	16	5	2	3	5	13	2	21
ENSMUSG00000074913.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074916.5	11	22	20	8	14	17	9	25	22	35	41	15
ENSMUSG00000074918.4	583	384	407	426	770	618	562	615	345	438	465	462
ENSMUSG00000074919.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074922.1	54	120	92	53	80	68	39	100	86	110	172	109
ENSMUSG00000074923.10	13	17	6	3	8	19	7	21	6	11	6	10
ENSMUSG00000074925.3	12	20	13	3	8	14	16	9	15	9	10	23
ENSMUSG00000074928.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074930.5	0	2	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000074934.3	13	10	1	4	8	5	11	4	2	6	3	9
ENSMUSG00000074939.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074945.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074946.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074947.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074952.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074955.3	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000074965.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074966.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074968.11	75	31	20	27	43	55	52	36	26	28	33	31
ENSMUSG00000074970.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074971.4	24	28	7	8	12	13	6	23	4	0	7	23
ENSMUSG00000074973.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074978.4	2	4	0	3	3	0	0	3	0	4	0	0
ENSMUSG00000074981.12	19	22	12	22	26	29	28	39	19	27	59	19
ENSMUSG00000074987.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074991.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074994.4	1447	1111	1153	1182	1883	1382	1128	1442	856	1178	1388	1413
ENSMUSG00000074995.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074996.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074997.3	9	1	0	4	1	1	2	7	2	2	0	0
ENSMUSG00000074999.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075000.11	42	37	52	28	34	59	38	58	55	66	71	39
ENSMUSG00000075002.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075006.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075010.4	0	4	0	3	0	0	0	0	0	0	4	0
ENSMUSG00000075012.4	383	392	323	363	506	412	240	500	250	302	382	383
ENSMUSG00000075014.1	89	143	120	65	105	89	72	105	94	101	63	37
ENSMUSG00000075015.3	32	33	23	15	45	27	25	26	24	19	13	7
ENSMUSG00000075020.6	16	10	11	15	20	24	5	19	4	13	16	9
ENSMUSG00000075023.11	3	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000075024.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075025.10	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000075027.10	197	236	190	151	176	83	121	147	125	122	154	119
ENSMUSG00000075028.11	64	67	79	56	53	58	70	120	70	76	104	96
ENSMUSG00000075029.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075031.4	28	22	6	20	45	35	35	24	10	27	44	43
ENSMUSG00000075033.3	220	207	218	207	309	297	152	308	163	288	201	199
ENSMUSG00000075036.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075040.9	34	88	64	41	58	63	21	100	55	59	111	76
ENSMUSG00000075042.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075044.12	7	2	10	11	7	5	6	2	0	7	18	3
ENSMUSG00000075045.4	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000075046.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075053.3	5	11	13	5	6	17	11	26	5	7	13	8
ENSMUSG00000075054.5	306	306	253	314	563	332	280	433	244	357	404	346
ENSMUSG00000075061.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075062.4	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075063.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075064.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075065.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075066.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075067.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075068.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075069.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075070.6	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000075072.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075073.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075074.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075075.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075078.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075079.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075081.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075084.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075085.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075086.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075088.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075090.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075091.5	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000075092.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075093.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075094.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075095.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075097.3	0	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000075099.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075100.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075101.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075102.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075104.3	0	0	0	0	0	0	0	0	0	0	5	0
ENSMUSG00000075105.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075107.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075110.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075111.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075112.2	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000075113.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075114.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075115.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075117.3	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000075119.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075120.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075121.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075122.4	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000075125.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075126.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075127.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075128.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075132.2	0	0	0	2	0	0	0	2	0	0	0	0
ENSMUSG00000075133.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075136.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075137.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075139.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075140.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075141.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075142.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075143.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075144.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075145.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075146.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075148.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075149.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075150.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075151.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075153.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075155.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075156.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075158.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075159.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075160.3	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000075161.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075162.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075163.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075164.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075165.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075166.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075167.3	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075168.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075169.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075170.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075171.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075172.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075174.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075175.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075176.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075179.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075181.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075184.3	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000075185.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075186.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075187.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075188.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075189.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075190.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075192.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075193.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075194.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075195.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075196.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075197.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075198.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075199.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075200.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075201.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075202.5	0	0	0	0	2	0	0	1	0	0	0	0
ENSMUSG00000075203.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075204.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075205.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075206.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075208.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075209.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075210.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075211.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075212.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075214.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075215.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075217.1	0	0	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000075218.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075219.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075220.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075221.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075222.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075223.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075224.8	135	121	105	124	193	148	105	169	66	154	181	132
ENSMUSG00000075225.14	12	4	5	4	3	4	3	7	3	2	7	0
ENSMUSG00000075227.6	325	443	522	354	481	264	171	618	341	378	536	256
ENSMUSG00000075228.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075229.10	201	319	249	217	250	166	162	471	190	250	366	208
ENSMUSG00000075232.5	165	190	121	178	173	135	144	200	128	155	235	169
ENSMUSG00000075245.4	1	3	10	7	2	1	7	5	8	3	8	1
ENSMUSG00000075249.12	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000075254.11	689	614	647	573	784	730	463	871	547	595	676	745
ENSMUSG00000075256.9	67	30	19	29	60	34	48	42	41	20	41	35
ENSMUSG00000075265.4	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000075266.5	1216	816	579	814	1467	936	1286	1146	461	733	1078	807
ENSMUSG00000075267.9	1	4	0	0	1	3	0	4	0	4	0	4
ENSMUSG00000075268.2	1	1	1	2	2	0	4	0	4	1	1	6
ENSMUSG00000075269.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075270.11	2	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000075271.4	539	355	366	367	725	550	559	372	232	336	417	427
ENSMUSG00000075272.4	24	1	0	7	23	6	14	9	1	5	2	5
ENSMUSG00000075273.4	720	405	498	530	1133	906	675	719	279	665	629	619
ENSMUSG00000075276.5	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000075277.4	0	0	0	0	0	0	0	0	0	0	0	0
