SNL27	SNL45	SHAM24	SHAM35
7:99043870-99044544|Uvrag|P	64	87	58	56
7:99049764-99050414|Uvrag|P	46	68	40	77
7:99050657-99052555|Uvrag|P	123	231	178	99
7:99086633-99087355|Uvrag|P	68	86	43	52
7:99089739-99090724|Uvrag|P	53	106	64	46
7:99091971-99092687|Uvrag|P	64	75	76	55
7:99093015-99093432|Uvrag|P	39	50	30	42
7:99100717-99101619|Uvrag|P	83	134	90	70
7:99101918-99103611|Uvrag|P	180	231	163	151
7:99106613-99107745|Uvrag|P	116	117	90	63
7:99114079-99114739|Uvrag|P	42	76	13	62
7:99122826-99123214|Uvrag|P	41	54	4	10
7:99123531-99124280|Uvrag|P	56	50	14	49
7:99127423-99131343|Uvrag|P	348	468	434	270
7:99132690-99133438|Uvrag|P	74	78	66	40
7:99134732-99136610|Uvrag|P	145	262	175	155
7:99136736-99137101|Uvrag|P	44	13	42	16
7:99139285-99139712|Uvrag|P	49	40	41	44
7:99141723-99142258|Uvrag|P	71	42	41	43
7:99145862-99146472|Uvrag|P	62	108	61	42
7:99146762-99148166|Uvrag|P	149	198	123	103
7:99148621-99149011|Uvrag|P	56	80	44	29
7:99158561-99159673|Dgat2|P	94	92	103	56
7:99163181-99164402|Dgat2|P	93	150	121	130
7:99165779-99166730|Dgat2|P	66	105	79	37
7:99167059-99167388|Dgat2|P	32	51	29	5
7:99167926-99168500|Dgat2|P	34	70	64	35
7:99183503-99184160|Dgat2|P	75	59	58	27
7:99248913-99249406|Mogat2|P	80	61	57	65
7:99254792-99255368|Gm26705|P	64	70	59	8
7:99267463-99269302|Map6|P	174	251	123	173
7:99305000-99305604|Map6|P	40	70	43	30
7:99306498-99306936|Map6|P	70	13	45	30
7:99352616-99353367|Serpinh1|P	31	92	56	56
7:99376943-99378361|Gdpd5|P	85	132	76	83
7:99380087-99380869|Gdpd5|P	76	79	70	33
7:99381710-99382636|Gdpd5|P	63	170	87	83
7:99387343-99387627|Gdpd5|P	0	28	56	26
7:99401277-99401665|Gdpd5|P	24	34	30	30
7:99407410-99408549|Gdpd5|P	106	124	145	97
7:99409827-99411364|Gdpd5|P	61	157	109	72
7:99432448-99433474|Gdpd5|P	87	170	98	107
7:99433988-99435286|Gdpd5|P	140	199	153	123
7:99448926-99449327|Gdpd5|P	51	42	7	42
7:99465254-99466181|Klhl35|P	70	112	62	57
7:99466401-99466713|Klhl35|P	24	36	57	31
7:99467531-99469669|Klhl35|P	207	414	290	316
7:99470010-99471220|Klhl35|P	114	144	123	95
7:99471484-99472027|Klhl35|P	92	129	77	63
7:99479020-99480891|Snord15b|P	59	139	97	50
7:99481136-99482855|Snord15a|P	168	219	132	122
7:99510008-99510524|Arrb1|P	56	50	40	15
7:99529397-99530575|Arrb1|P	68	122	83	58
7:99534567-99535017|Arrb1|P	37	57	47	41
7:99535959-99546943|Arrb1|P	1156	1626	1238	1080
7:99547392-99550686|Mir326|P	366	454	278	315
7:99550878-99553010|Mir326|P	191	267	225	234
7:99553364-99554722|Mir326|P	74	134	86	126
7:99555569-99556418|Mir326|P	69	68	102	79
7:99559196-99560402|Mir326|P	103	86	102	106
7:99561261-99561712|Mir326|P	42	49	44	60
7:99561978-99563556|Arrb1|P	120	173	184	126
7:99579779-99581586|Arrb1|P	132	197	141	186
7:99582005-99582511|Arrb1|P	25	72	65	30
7:99623984-99624840|Tpbgl|P	63	103	96	54
7:99625413-99625854|Tpbgl|P	100	35	80	62
7:99626100-99627264|Tpbgl|P	52	142	107	113
7:99653822-99655241|Slco2b1|P	146	136	119	93
7:99655920-99656383|Slco2b1|P	9	65	46	30
7:99662379-99662895|Slco2b1|P	39	109	64	30
7:99663552-99664052|Slco2b1|P	69	22	62	41
7:99664292-99667410|Slco2b1|P	300	472	334	305
7:99667850-99669890|Slco2b1|P	258	310	269	227
7:99670324-99671299|Slco2b1|P	60	85	73	17
7:99671531-99672938|Slco2b1|P	120	144	93	108
7:99673167-99673670|Slco2b1|P	66	130	87	18
7:99674282-99674810|Slco2b1|P	43	102	25	72
7:99675638-99676563|Slco2b1|P	55	94	87	41
7:99678293-99678670|Slco2b1|P	18	41	40	22
7:99679182-99680759|Slco2b1|P	97	188	127	113
7:99680770-99681524|Slco2b1|P	106	134	123	69
7:99682144-99682874|Slco2b1|P	46	142	84	42
7:99683642-99684169|Slco2b1|P	42	24	39	44
7:99684309-99684972|Slco2b1|P	56	73	34	62
7:99688566-99688975|Slco2b1|P	50	68	26	34
7:99689533-99691927|Slco2b1|P	156	237	141	77
7:99692157-99693192|Slco2b1|P	53	125	85	64
7:99694008-99694783|Slco2b1|P	64	133	67	35
7:99695116-99696455|Slco2b1|P	82	148	47	107
7:99696832-99698049|Slco2b1|P	87	160	113	95
7:99698451-99703119|Slco2b1|P	361	611	432	335
7:99707248-99710682|Slco2b1|P	430	577	357	291
7:99710970-99712161|Slco2b1|P	87	164	109	103
7:99712568-99713430|Slco2b1|P	41	102	42	35
7:99779661-99781146|Olfr521|P	56	192	95	70
7:99795019-99796017|Olfr521|P	55	67	74	53
7:99796382-99796835|Olfr521|P	31	37	21	2
7:99856469-99857011|Spcs2|P	32	49	37	26
7:99857445-99858190|Spcs2|P	78	84	82	89
7:99916565-99918019|Xrra1|P	165	281	230	240
7:99947196-99947615|Rnf169|P	29	58	30	44
7:99953566-99953967|Rnf169|P	40	64	34	27
7:99956903-99957835|Rnf169|P	43	125	86	32
7:99961554-99962895|Rnf169|P	100	125	151	90
7:99963260-99963886|Rnf169|P	38	66	45	8
7:99964482-99967014|Rnf169|P	252	295	264	229
7:99974616-99974948|Rnf169|P	35	31	33	20
7:99976009-99976487|Rnf169|P	57	67	28	25
7:99978814-99979187|Rnf169|P	19	40	46	22
7:99984990-99985492|Rnf169|P	11	50	32	24
8:10005744-10006262|Tnfsf13b|P	47	39	42	41
8:10006885-10007797|Tnfsf13b|P	76	125	104	67
8:10030134-10030997|Tnfsf13b|P	78	91	24	45
8:103750148-103750593|4933400L20Rik|P	25	50	44	36
8:103964447-103965455|Cdh5|P	68	114	68	63
8:104099237-104100299|Cdh5|P	81	147	113	93
8:104103315-104103804|Cdh5|P	28	41	37	28
8:104104102-104104430|Gm29682|P	12	49	37	11
8:104110407-104110735|Cdh5|P	35	27	15	25
8:104111125-104111989|Cdh5|P	56	94	26	25
8:104170308-104171319|Bean1|P	114	209	145	182
8:104219246-104219698|Tk2|P	29	0	45	42
8:104232796-104233224|Tk2|P	54	56	21	48
8:104238641-104239943|Tk2|P	144	197	97	130
8:104240188-104241032|Tk2|P	55	74	46	47
8:104246762-104247426|Tk2|P	87	75	76	123
8:104247739-104248023|Tk2|P	23	38	26	37
8:104333848-104334992|Cmtm3|P	91	79	34	37
8:104339169-104340058|Cmtm3|P	38	96	87	24
8:104341056-104342014|Cmtm3|P	111	168	82	87
8:104343616-104344806|Cmtm3|P	68	149	131	80
8:104369552-104370500|Cmtm3|P	95	113	78	80
8:104370730-104371919|Cmtm4|P	82	121	123	73
8:104374868-104376465|Cmtm4|P	123	229	141	135
8:104380906-104381932|Cmtm4|P	119	111	96	34
8:104382417-104384673|Cmtm4|P	259	309	191	198
8:104386020-104386401|Cmtm4|P	49	35	23	0
8:104391455-104392127|Cmtm4|P	47	41	60	60
8:104393503-104394009|Cmtm4|P	42	33	54	27
8:104394630-104395433|Cmtm4|P	94	77	101	50
8:104395911-104396326|Cmtm4|P	24	61	47	32
8:104434196-104434768|Dync1li2|P	28	41	31	56
8:104435605-104436240|Dync1li2|P	58	99	91	56
8:104436636-104437167|Dync1li2|P	52	57	32	36
8:104441112-104441443|Dync1li2|P	16	43	35	35
8:104441747-104442442|Dync1li2|P	49	83	66	52
8:104509132-104510024|Terb1|P	115	133	157	85
8:104535081-104535931|Car7|P	70	82	86	34
8:104540505-104541806|Car7|P	122	269	250	190
8:104542076-104542428|Car7|P	13	23	28	38
8:104591993-104592471|Pdp2|P	50	57	58	35
8:104595801-104596555|Pdp2|P	49	64	66	46
8:104601946-104602298|Pdp2|P	32	31	20	20
8:104629333-104629849|Rrad|P	14	61	68	20
8:104630526-104631565|Rrad|P	93	82	109	124
8:104632299-104632809|Rrad|P	45	68	45	34
8:104633095-104633704|Rrad|P	35	65	43	50
8:104639950-104641213|Ciao2b|P	139	152	158	104
8:104642259-104642849|Ciao2b|P	69	103	68	53
8:105142361-105142737|Ces4a|P	6	31	34	60
8:105152780-105153448|Cbfb|P	50	113	77	112
8:105155095-105155450|Cbfb|P	23	19	29	33
8:105225760-105226480|D230025D16Rik|P	64	73	58	57
8:105231473-105232104|D230025D16Rik|P	31	97	37	51
8:105254297-105255222|B3gnt9|P	136	227	149	80
8:105258964-105261149|Tradd|P	227	345	191	235
8:105265049-105265641|Fbxl8|P	57	77	45	51
8:105268374-105271163|Hsf4|P	254	425	323	328
8:105276208-105276740|Nol3|P	65	75	77	87
8:105278801-105279570|Nol3|P	57	111	100	89
8:105288751-105289182|4931428F04Rik|P	48	24	33	18
8:105289810-105291091|4931428F04Rik|P	234	336	264	299
8:105298191-105299535|E2f4|P	178	220	177	157
8:105301202-105301553|E2f4|P	28	43	14	31
8:105303212-105306476|E2f4|P	394	491	369	354
8:105324906-105325991|Lrrc29|P	73	170	107	99
8:105326869-105327776|Tmem208|P	91	102	74	98
8:105331567-105332199|Fhod1|P	35	31	75	14
8:105338272-105339665|Fhod1|P	88	108	124	65
8:105339936-105341755|Fhod1|P	156	192	102	98
8:105343397-105343878|Fhod1|P	44	48	34	20
8:105344181-105345992|Fhod1|P	99	219	138	126
8:105346249-105347096|Fhod1|P	55	59	81	41
8:105348465-105349127|Slc9a5|P	65	58	68	51
8:105349250-105349712|Slc9a5|P	19	69	66	48
8:105374360-105375083|Plekhg4|P	70	83	80	73
8:105392894-105393781|Kctd19|P	87	175	85	51
8:105413178-105413946|Lrrc36|P	93	143	100	144
8:105467591-105467955|Tppp3|P	26	0	44	38
8:105471096-105471812|Tppp3|P	63	85	37	76
8:105472518-105472893|Tppp3|P	45	85	45	56
8:105473127-105474031|Tppp3|P	76	105	54	18
8:105474511-105475467|Tppp3|P	39	91	89	77
8:105476872-105477226|Zdhhc1|P	29	41	42	10
8:105480919-105481287|Zdhhc1|P	35	45	34	26
8:105515996-105516570|Hsd11b2|P	46	47	33	63
8:105518136-105519315|Hsd11b2|P	156	276	155	169
8:105531403-105534323|Atp6v0d1|P	244	329	262	205
8:105536957-105537239|Atp6v0d1|P	20	37	6	24
8:105543505-105547775|Atp6v0d1|P	435	631	504	437
8:105549591-105550450|Atp6v0d1|P	50	69	48	86
8:105552522-105553164|Atp6v0d1|P	36	71	58	57
8:105555311-105555559|Atp6v0d1|P	7	29	28	18
8:105564680-105565437|Atp6v0d1|P	40	57	59	54
8:105566486-105567538|Atp6v0d1|P	122	198	147	63
8:105605590-105605982|Ripor1|P	28	46	44	0
8:105606180-105607504|Ripor1|P	195	262	216	144
8:105607731-105608373|Ripor1|P	94	80	66	37
8:105609241-105610056|Ripor1|P	86	104	102	56
8:105613035-105614574|Mir1966|P	163	265	183	208
8:105622317-105623533|Mir1966|P	112	151	76	73
8:105635171-105635724|Ctcf|P	36	47	34	71
8:105638228-105639061|Gm5914|P	59	113	65	56
8:105660418-105660753|Gm5915|P	5	24	5	12
8:105685936-105686353|Carmil2|P	23	53	51	23
8:105693695-105694689|Carmil2|P	145	136	94	97
8:105700130-105700761|Acd|P	71	142	111	58
8:105701702-105702357|Pard6a|P	72	70	67	48
8:105707553-105708687|Enkd1|P	77	195	92	87
8:105714909-105715522|4933405L10Rik|P	67	57	46	51
8:105746799-105747232|Gfod2|P	28	43	40	12
8:105759086-105759550|Gfod2|P	26	20	31	47
8:105779711-105780056|Gfod2|P	4	40	9	39
8:105782942-105784322|Gfod2|P	99	131	102	82
8:105788610-105790180|Gfod2|P	121	184	131	110
8:105790515-105791254|Gfod2|P	38	73	30	34
8:105799012-105799791|Ranbp10|P	51	79	46	72
8:105804606-105805111|Ranbp10|P	28	63	23	39
8:105805418-105806052|Ranbp10|P	27	63	41	31
8:105806522-105806968|Ranbp10|P	32	57	55	33
8:105807452-105808201|Ranbp10|P	70	121	68	91
8:105808459-105809143|Ranbp10|P	46	107	40	98
8:105809457-105809851|Ranbp10|P	35	35	34	22
8:105810269-105812383|Ranbp10|P	203	237	218	153
8:105812477-105812858|Ranbp10|P	23	40	32	34
8:105820750-105821738|Ranbp10|P	96	50	91	30
8:105824542-105825151|Ranbp10|P	54	54	46	56
8:105825393-105826548|Ranbp10|P	124	103	123	84
8:105850679-105851037|Cenpt|P	34	26	28	14
8:105855360-105856853|Thap11|P	166	328	197	239
8:105857830-105859186|Nutf2|P	102	161	87	83
8:105861071-105862677|Nutf2|P	127	179	147	124
8:105872180-105875240|Edc4|P	227	302	154	159
8:105882104-105882559|Edc4|P	32	66	32	13
8:105935812-105936149|Psmb10|P	45	50	34	25
8:105936473-105936905|Psmb10|P	19	42	35	60
8:105965391-105966063|Slc12a4|P	49	62	94	62
8:105966439-105967293|Slc12a4|P	33	100	69	35
8:105983382-105984356|Dpep3|P	105	92	63	29
8:105991249-105991813|Dpep2|P	61	71	48	35
8:105995843-105996814|Dpep2|P	118	174	107	112
8:106009763-106011165|Dus2|P	207	222	172	152
8:106058410-106058970|Nfatc3|P	57	51	59	29
8:106063092-106063454|Nfatc3|P	37	25	41	16
8:106135320-106138127|1810019D21Rik|P	304	453	372	331
8:106148222-106148705|Pla2g15|P	31	63	37	41
8:106149224-106149626|Pla2g15|P	28	46	35	39
8:106152390-106152640|Pla2g15|P	17	24	13	26
8:106153166-106155162|Pla2g15|P	213	230	206	96
8:106165665-106166265|Slc7a6|P	42	33	50	55
8:106168246-106168736|Slc7a6|P	31	81	65	28
8:106211656-106212044|Prmt7|P	20	45	50	20
8:106306657-106307212|Smpd3|P	38	56	33	27
8:106308101-106308588|Smpd3|P	61	75	59	43
8:106315681-106316085|Smpd3|P	31	49	25	24
8:106316348-106317043|Smpd3|P	39	71	42	53
8:10633284-10633815|B930025P03Rik|P	18	49	55	28
8:106336428-106337017|Smpd3|P	50	98	62	68
8:106337381-106337952|Smpd3|P	31	62	56	71
8:10634292-10634802|B930025P03Rik|P	41	20	30	28
8:106412487-106413420|Zfp90|P	102	157	107	81
8:106416555-106417011|Zfp90|P	36	37	31	49
8:106417273-106419199|Zfp90|P	137	214	145	129
8:106431046-106431615|Zfp90|P	59	92	37	46
8:106442871-106443625|Zfp90|P	95	136	105	72
8:106499478-106499917|Cdh3|P	37	46	21	5
8:106500329-106500744|Cdh3|P	28	34	8	34
8:106507719-106508746|Cdh3|P	44	111	103	58
8:106510306-106512086|Cdh3|P	201	313	280	277
8:106526951-106527456|Cdh3|P	54	74	37	21
8:106563841-106564635|1110028F18Rik|P	97	107	73	60
8:106577324-106577671|1110028F18Rik|P	29	40	31	22
8:106585032-106585629|1110028F18Rik|P	57	55	45	35
8:106603170-106604437|Cdh1|P	186	262	234	243
8:10662985-10663886|B930025P03Rik|P	72	103	47	24
8:106727298-106727618|Tango6|P	18	45	57	15
8:106818405-106820313|Has3|P	134	205	126	89
8:106820962-106821863|Has3|P	72	122	61	70
8:106870404-106871460|Has3|P	135	197	154	123
8:106871729-106873075|Has3|P	138	179	172	122
8:106892141-106892773|Chtf8|P	43	78	83	71
8:106893947-106894574|Utp4|P	38	73	64	27
8:107031692-107032136|Vps4a|P	14	46	67	57
8:107032247-107033343|Vps4a|P	70	116	123	79
8:107047018-107047590|Pdf|P	43	80	36	48
8:107057149-107058228|Nip7|P	117	177	139	119
8:107078428-107079457|Terf2|P	28	82	63	50
8:107094135-107094679|Mir7075|P	31	46	51	22
8:107096984-107097346|Terf2|P	38	15	32	58
8:107150044-107150395|Cyb5b|P	32	56	58	3
8:107151313-107151660|Cyb5b|P	31	43	31	56
8:107222666-107223166|Cyb5b|P	10	39	38	0
8:107291391-107292026|Nfat5|P	60	58	32	15
8:107402885-107403432|Nqo1|P	75	35	28	27
8:107424068-107424466|Nob1|P	32	49	60	48
8:107435537-107436147|Wwp2|P	34	58	54	55
8:107439995-107440549|Wwp2|P	30	29	47	10
8:107448507-107450123|Wwp2|P	135	176	107	62
8:107472569-107473115|Wwp2|P	51	54	43	47
8:107488712-107489167|Wwp2|P	22	32	36	63
8:107489933-107490404|Wwp2|P	19	28	27	27
8:107498689-107499127|Wwp2|P	10	45	42	34
8:107502386-107503644|Wwp2|P	77	174	67	69
8:107561470-107562058|Wwp2|P	45	71	32	24
8:107824638-107824949|Zfhx3|P	13	39	44	23
8:10794183-10794528|B930025P03Rik|P	35	78	18	5
8:108182203-108182944|Zfhx3|P	63	48	40	12
8:10830341-10832073|B930025P03Rik|P	72	195	89	59
8:10832319-10832650|B930025P03Rik|P	29	50	37	17
8:10833610-10834207|B930025P03Rik|P	28	38	30	37
8:10834320-10836422|B930025P03Rik|P	142	229	120	89
8:10839464-10840707|B930025P03Rik|P	126	166	94	49
8:10841826-10842309|B930025P03Rik|P	31	34	30	25
8:10843664-10844844|B930025P03Rik|P	87	95	57	43
8:10846418-10846936|B930025P03Rik|P	53	77	34	45
8:10847547-10848283|B930025P03Rik|P	55	95	96	64
8:10848397-10849184|B930025P03Rik|P	50	91	57	66
8:108521856-108522490|Lncbate1|P	46	53	28	24
8:10857983-10859010|B930025P03Rik|P	41	101	53	36
8:108579994-108580500|Lncbate1|P	25	49	38	12
8:108594459-108595278|Lncbate1|P	70	52	82	95
8:108595771-108596109|Lncbate1|P	33	44	41	21
8:108625595-108626049|Lncbate1|P	46	66	0	34
8:108634224-108634686|Lncbate1|P	18	43	51	46
8:108646721-108647317|Zfhx3|P	41	67	72	9
8:108647608-108647999|Zfhx3|P	52	74	39	25
8:108684370-108684885|Zfhx3|P	41	50	59	22
8:108690576-108691485|Zfhx3|P	64	90	98	53
8:108692096-108693138|Zfhx3|P	90	127	81	72
8:108693443-108694859|Zfhx3|P	97	157	109	180
8:108695181-108697036|Zfhx3|P	206	218	194	205
8:108697569-108698587|Zfhx3|P	81	140	103	53
8:108699080-108700281|Zfhx3|P	84	188	129	112
8:108706887-108707590|Zfhx3|P	68	86	46	44
8:108711478-108712518|Zfhx3|P	51	103	52	39
8:108712817-108713866|Zfhx3|P	53	111	79	50
8:108716098-108716947|Zfhx3|P	50	84	73	75
8:108717383-108719288|Zfhx3|P	124	236	121	139
8:108719589-108720573|Zfhx3|P	102	81	76	88
8:108722195-108723341|Zfhx3|P	55	138	85	79
8:108723558-108724668|Zfhx3|P	131	145	105	77
8:108725165-108725550|Zfhx3|P	26	62	34	26
8:108725803-108726212|Zfhx3|P	37	51	12	9
8:108726588-108727622|Zfhx3|P	35	86	95	63
8:108727853-108729394|Zfhx3|P	102	204	149	95
8:108729644-108731119|Zfhx3|P	156	141	151	137
8:108731458-108732206|Zfhx3|P	73	90	49	47
8:108732421-108734956|Zfhx3|P	240	382	260	186
8:108736282-108738561|Zfhx3|P	247	306	226	182
8:108739170-108739667|Zfhx3|P	56	70	25	40
8:108740246-108740990|Zfhx3|P	51	69	110	37
8:108741009-108745106|Zfhx3|P	401	573	319	327
8:108745458-108748010|Zfhx3|P	199	330	201	142
8:108750774-108751255|Zfhx3|P	50	64	44	44
8:108751827-108752287|Zfhx3|P	50	67	30	21
8:108752545-108753741|Zfhx3|P	117	127	122	99
8:108754504-108755103|Zfhx3|P	59	57	68	66
8:108755377-108756770|Zfhx3|P	94	139	114	99
8:108757381-108759767|Zfhx3|P	193	311	220	169
8:108760057-108760410|Zfhx3|P	32	18	44	15
8:108761832-108763401|Zfhx3|P	136	148	117	83
8:108763653-108764925|Zfhx3|P	120	189	119	104
8:108765273-108765593|Zfhx3|P	38	26	31	23
8:108765952-108768465|Zfhx3|P	229	325	245	217
8:108771357-108772009|Zfhx3|P	56	105	45	51
8:108773105-108773522|Zfhx3|P	24	37	48	25
8:108774201-108775685|Zfhx3|P	159	214	134	129
8:108776082-108776829|Zfhx3|P	67	83	84	72
8:108776975-108778877|Zfhx3|P	165	229	119	126
8:108779621-108780420|Zfhx3|P	49	86	56	30
8:108780501-108781164|Zfhx3|P	55	49	52	55
8:108781473-108783054|Zfhx3|P	121	180	88	94
8:108784218-108784682|Zfhx3|P	51	57	44	35
8:108784921-108785955|Zfhx3|P	95	126	90	71
8:108786196-108787618|Zfhx3|P	107	170	100	91
8:108789277-108789731|Zfhx3|P	20	58	43	24
8:108790378-108790702|Zfhx3|P	35	14	45	32
8:108790858-108791405|Zfhx3|P	41	55	20	60
8:108797222-108798444|Zfhx3|P	20	125	111	91
8:108803538-108803884|Zfhx3|P	41	31	41	27
8:108809163-108809523|Zfhx3|P	39	70	38	16
8:108816611-108817050|Zfhx3|P	51	19	44	15
8:108817697-108818110|Zfhx3|P	7	55	38	50
8:108820032-108821021|Zfhx3|P	42	132	33	61
8:108821168-108821909|Zfhx3|P	70	78	52	36
8:108822483-108823001|Zfhx3|P	57	53	46	35
8:108825934-108826432|Mir3108|P	53	37	35	20
8:108826459-108826711|Mir3108|P	17	27	8	17
8:108826994-108828013|Mir3108|P	67	112	65	61
8:108828445-108828795|Mir3108|P	33	20	28	10
8:108845850-108846559|Mir3108|P	31	73	18	53
8:108846988-108847848|Mir3108|P	66	52	29	68
8:108848070-108849329|Mir3108|P	85	181	131	78
8:108854441-108855379|Mir3108|P	68	77	75	48
8:108860554-108861796|Mir3108|P	68	109	81	51
8:108862036-108862401|Mir3108|P	26	32	13	19
8:108867778-108869063|Mir3108|P	113	201	92	91
8:108870049-108870998|Mir3108|P	61	84	43	74
8:108881977-108883811|Mir3108|P	78	143	187	89
8:108885396-108885829|Mir3108|P	39	38	21	31
8:108886537-108888104|Mir3108|P	137	212	126	148
8:108888469-108888856|Mir3108|P	25	50	34	20
8:108889428-108890281|Mir3108|P	76	100	65	41
8:108890713-108891215|Mir3108|P	36	40	55	18
8:108891999-108892411|Mir3108|P	44	49	53	22
8:108893374-108894036|Mir3108|P	25	71	48	18
8:108894709-108901741|Mir3108|P	859	1238	857	771
8:108902025-108902519|Mir3108|P	18	64	36	59
8:108906603-108907175|Mir3108|P	25	48	41	10
8:108908089-108908421|Mir3108|P	34	45	41	26
8:108908759-108909850|Mir3108|P	72	94	75	38
8:108910055-108910926|Mir3108|P	87	109	40	40
8:108911085-108911428|Mir3108|P	39	45	54	7
8:108912129-108912491|Mir3108|P	55	55	42	30
8:108915248-108915735|Mir3108|P	21	60	46	53
8:10893435-10894049|4833411C07Rik|P	40	64	81	33
8:10894331-10894733|4833411C07Rik|P	38	56	52	38
8:10898946-10900425|4833411C07Rik|P	122	176	88	64
8:10901409-10902318|4833411C07Rik|P	113	194	147	47
8:10910743-10911259|4833411C07Rik|P	31	72	45	24
8:10923600-10924301|3930402G23Rik|P	51	84	46	68
8:10925055-10925962|3930402G23Rik|P	64	106	59	64
8:10945443-10947298|3930402G23Rik|P	105	218	104	119
8:109455656-109455939|Pmfbp1|P	23	26	31	0
8:109564096-109565062|Dhx38|P	43	96	80	48
8:109566338-109566997|Txnl4b|P	20	75	53	30
8:109607378-109607987|Dhodh|P	65	41	68	20
8:109609127-109609531|Dhodh|P	42	47	49	72
8:109622456-109622834|Pkd1l3|P	50	53	28	17
8:10964877-10965405|3930402G23Rik|P	56	41	42	30
8:109682489-109683113|Ist1|P	51	61	48	58
8:109691697-109692349|Ist1|P	66	58	36	53
8:109693687-109694013|Ist1|P	22	33	34	38
8:109704833-109705261|Zfp821|P	39	50	42	20
8:109706026-109706769|Zfp821|P	69	73	83	60
8:109736312-109737277|Atxn1l|P	61	105	57	73
8:10975614-10976166|9530052E02Rik|P	46	24	33	16
8:109779934-109780800|Ap1g1|P	41	70	48	32
8:109782537-109783106|Ap1g1|P	44	56	50	43
8:10979979-10980297|9530052E02Rik|P	34	18	43	30
8:109799872-109800705|Ap1g1|P	53	74	68	62
8:109803056-109803412|Ap1g1|P	35	47	16	24
8:109810057-109810774|Snord71|P	52	101	78	66
8:109811200-109811651|Snord71|P	12	42	30	25
8:109817660-109818319|Snord71|P	66	65	57	62
8:109844586-109845267|Ap1g1|P	46	61	62	25
8:109862389-109863301|Ap1g1|P	38	106	38	48
8:109865386-109865946|Phlpp2|P	41	62	40	23
8:109868969-109869542|Phlpp2|P	31	58	48	82
8:109872162-109872952|Phlpp2|P	72	65	72	37
8:10989703-10990084|9530052E02Rik|P	25	45	27	2
8:109903132-109903610|Phlpp2|P	40	25	28	46
8:109903848-109905122|Phlpp2|P	96	152	120	110
8:10990854-10991471|9530052E02Rik|P	41	56	52	54
8:109913001-109913345|Phlpp2|P	31	33	8	33
8:109913612-109914453|Phlpp2|P	86	73	56	36
8:109947562-109948577|Marveld3|P	65	90	64	40
8:109961520-109962371|Marveld3|P	77	199	145	125
8:11000862-11001762|9530052E02Rik|P	87	137	88	80
8:11001974-11002943|9530052E02Rik|P	63	108	97	77
8:11003222-11004125|9530052E02Rik|P	65	131	90	55
8:11004341-11008472|Irs2|P	318	663	287	401
8:110079481-110080194|Zfp612|P	77	117	60	78
8:110177424-110178036|Calb2|P	47	49	23	43
8:110217083-110217427|Cmtr2|P	20	23	47	35
8:110218605-110219116|Cmtr2|P	31	40	59	34
8:110266605-110267554|Hydin|P	85	110	56	26
8:110617933-110618299|Vac14|P	41	51	34	44
8:110619248-110620076|Vac14|P	73	115	71	50
8:110620205-110620850|Vac14|P	52	44	19	71
8:110630614-110631048|Vac14|P	18	63	45	48
8:110671989-110672407|Vac14|P	18	34	36	30
8:110687572-110687939|Mtss2|P	7	31	29	16
8:110700059-110700402|Mtss2|P	34	9	7	41
8:110718264-110720201|Mtss2|P	117	150	226	146
8:110727012-110727410|Mtss2|P	49	41	57	40
8:110845653-110846151|Cog4|P	35	55	58	27
8:110919191-110919570|St3gal2|P	46	64	68	44
8:110920321-110921841|St3gal2|P	89	168	102	106
8:110928363-110928790|St3gal2|P	23	44	37	37
8:110928989-110929636|St3gal2|P	44	53	59	26
8:110930629-110932590|St3gal2|P	177	226	158	137
8:110937542-110938164|St3gal2|P	49	42	56	39
8:110938234-110939288|St3gal2|P	99	139	77	63
8:110939788-110940410|St3gal2|P	47	57	39	39
8:110940780-110943288|St3gal2|P	237	375	232	160
8:110944426-110945279|St3gal2|P	59	92	61	61
8:110945512-110947818|St3gal2|P	131	204	158	113
8:11094917-11095416|9530052E02Rik|P	26	39	46	24
8:110950033-110951464|St3gal2|P	125	170	133	122
8:110954848-110955193|St3gal2|P	35	29	34	27
8:110965432-110965858|Ddx19a|P	7	56	26	41
8:110969930-110970267|Ddx19a|P	36	55	46	23
8:110970750-110971445|Ddx19a|P	86	111	81	63
8:11097942-11098790|9530052E02Rik|P	69	64	67	38
8:110996793-110997221|Ddx19a|P	47	18	44	20
8:111027269-111027667|Ddx19b|P	38	30	38	27
8:111056800-111057394|Exosc6|P	102	150	176	105
8:111061001-111061951|Exosc6|P	16	72	70	54
8:111093835-111094439|Pdpr|P	65	60	25	79
8:111095482-111096231|Pdpr|P	78	71	40	67
8:111143990-111144623|9430091E24Rik|P	56	38	63	44
8:111210286-111210741|Glg1|P	13	38	34	40
8:111237408-111237961|Glg1|P	69	55	35	52
8:111337480-111338321|Mlkl|P	55	93	64	37
8:111366768-111367214|Fa2h|P	1	57	35	49
8:111369893-111370360|Fa2h|P	24	39	49	10
8:111393157-111394119|Fa2h|P	104	216	143	116
